Time,User,Retweets,Likes,Text
2022-01-07 13:35:21+00:00,The Patriot,0,0,"b'RT @nehakhanna_07: As #Omicron spreads like wildfire, how prepared is Delhi for the #ThirdWave that has well &amp; truly begun? Have we learnt\xe2\x80\xa6'"
2022-01-07 13:35:21+00:00,Kim Perales,0,0,"b'RT @DrEricDing: 4) If there are two variants, one 50% more severe but not more contagious vs original, other variant is 50% more contagious\xe2\x80\xa6'"
2022-01-07 13:35:21+00:00,Pao Pantou,0,0,b'\xe2\x9a\xa0\xef\xb8\x8f\xce\x97 \xcf\x85\xcf\x88\xce\xb7\xce\xbb\xce\xae \xce\xbc\xce\xb5\xcf\x84\xce\xb1\xce\xb4\xce\xbf\xcf\x84\xce\xb9\xce\xba\xcf\x8c\xcf\x84\xce\xb7\xcf\x84\xce\xb1 \xcf\x84\xce\xb7\xcf\x82 \xce\xbc\xce\xb5\xcf\x84\xce\xac\xce\xbb\xce\xbb\xce\xb1\xce\xbe\xce\xb7\xcf\x82 Omicron \xce\xac\xce\xbb\xce\xbb\xce\xb1\xce\xbe\xce\xb5 \xcf\x84\xce\xb9\xcf\x82 \xce\xbf\xce\xb4\xce\xb7\xce\xb3\xce\xaf\xce\xb5\xcf\x82 \xcf\x80\xcf\x81\xce\xbf\xcf\x82 \xcf\x84\xce\xbf\xcf\x85\xcf\x82 \xcf\x80\xce\xbf\xce\xbb\xce\xaf\xcf\x84\xce\xb5\xcf\x82 \xce\xb3\xce\xb9\xce\xb1 \xcf\x84\xce\xb7 \xce\xbc\xce\xac\xcf\x83\xce\xba\xce\xb1 \xcf\x80\xce\xbf\xcf\x85 \xcf\x87\xcf\x81\xce\xb7\xcf\x83\xce\xb9\xce\xbc\xce\xbf\xcf\x80\xce\xbf\xce\xb9\xce\xbf\xcf\x8d\xce\xbd\xe2\x80\xa6 https://t.co/zUHFrdYf8o'
2022-01-07 13:35:21+00:00,Tonyracefan,0,0,b'RT @OneFreshPillow: MY GOD. These poor people need help \xf0\x9f\x92\x99'
2022-01-07 13:35:22+00:00,Maria Teresa Massaro,0,0,"b'RT @tompellegrino17: La crescita dei #contagi ancora una volta blocca le attivit\xc3\xa0 ordinarie come interventi chirurgici, attivit\xc3\xa0  ambulator\xe2\x80\xa6'"
